tag,window,return_pct,sharpe,mdd_pct,trade_count,win_rate_pct,avg_active_symbols,avg_gross_weight,base_return_pct,base_sharpe,base_mdd_pct,base_trade_count,base_win_rate_pct,base_avg_active_symbols,base_avg_gross_weight,delta_return_pct,delta_sharpe,delta_mdd_pct,delta_trade_count,delta_win_rate_pct
bnb_short_sl_1_20,12m,2.915787178356566,0.4318351898860176,-5.013180567967801,377,43.236074270557026,0.2671232876712329,0.06678082191780822,1.5734802852897412,0.2517836079890128,-5.393371562352733,412,42.23300970873786,0.26335616438356163,0.06583904109589041,1.3423068930668247,0.18005158189700482,0.3801909943849324,-35,1.0030645618191656
bnb_short_sl_1_30,12m,2.86958402480888,0.4235017790902589,-5.398785512400394,373,42.89544235924933,0.2697488584474886,0.06743721461187215,1.5734802852897412,0.2517836079890128,-5.393371562352733,412,42.23300970873786,0.26335616438356163,0.06583904109589041,1.2961037395191388,0.1717181711012461,-0.005413950047660876,-39,0.6624326505114695
bnb_short_sl_0_90,12m,2.692507550224499,0.40216504696847166,-5.109632223529925,429,40.32634032634033,0.26073059360730594,0.06518264840182648,1.5734802852897412,0.2517836079890128,-5.393371562352733,412,42.23300970873786,0.26335616438356163,0.06583904109589041,1.1190272649347577,0.15038143897945888,0.28373933882280866,17,-1.9066693823975314
bnb_short_sl_0_95,12m,2.186409471719908,0.3336662781018938,-4.732992615361309,423,41.13475177304964,0.2627853881278539,0.06569634703196348,1.5734802852897412,0.2517836079890128,-5.393371562352733,412,42.23300970873786,0.26335616438356163,0.06583904109589041,0.6129291864301667,0.08188267011288103,0.6603789469914245,11,-1.098257935688217
bnb_short_sl_1_15,12m,2.128908086332082,0.32656894316054663,-5.562666193918931,384,42.70833333333333,0.2671232876712329,0.06678082191780822,1.5734802852897412,0.2517836079890128,-5.393371562352733,412,42.23300970873786,0.26335616438356163,0.06583904109589041,0.5554278010423408,0.07478533517153385,-0.1692946315661974,-28,0.4753236245954682
bnb_short_sl_0_80,12m,2.0654794560211798,0.3202461099005729,-5.673611310317572,457,38.074398249452955,0.2565068493150685,0.06412671232876713,1.5734802852897412,0.2517836079890128,-5.393371562352733,412,42.23300970873786,0.26335616438356163,0.06583904109589041,0.4919991707314386,0.06846250191156011,-0.2802397479648384,45,-4.158611459284906
bnb_short_sl_1_10,12m,1.674916244018787,0.26462391227617776,-5.522046043155027,397,42.31738035264483,0.266324200913242,0.0665810502283105,1.5734802852897412,0.2517836079890128,-5.393371562352733,412,42.23300970873786,0.26335616438356163,0.06583904109589041,0.10143595872904587,0.012840304287164983,-0.12867448080229327,-15,0.08437064390697202
bnb_short_sl_1_00,12m,1.5734802852897412,0.2517836079890128,-5.393371562352733,412,42.23300970873786,0.26335616438356163,0.06583904109589041,1.5734802852897412,0.2517836079890128,-5.393371562352733,412,42.23300970873786,0.26335616438356163,0.06583904109589041,0.0,0.0,0.0,0,0.0
bnb_short_sl_0_95,1m,1.045925245431234,2.0308216954590264,-1.8047174702226276,52,46.15384615384615,0.4,0.1,0.8259030059299954,1.610722992525342,-2.010494896051118,52,44.230769230769226,0.4041666666666667,0.10104166666666667,0.22002223950123856,0.42009870293368445,0.20577742582849057,0,1.923076923076927
bnb_short_sl_1_30,1m,0.9715535036407541,1.835278213720547,-1.9847181788347878,49,44.89795918367347,0.4097222222222222,0.10243055555555555,0.8259030059299954,1.610722992525342,-2.010494896051118,52,44.230769230769226,0.4041666666666667,0.10104166666666667,0.14565049771075866,0.2245552211952051,0.025776717216330347,-3,0.6671899529042449
bnb_short_sl_1_20,1m,0.873820824221827,1.6461879567417577,-2.0945468642227794,48,45.83333333333333,0.40555555555555556,0.10138888888888889,0.8259030059299954,1.610722992525342,-2.010494896051118,52,44.230769230769226,0.4041666666666667,0.10104166666666667,0.047917818291831615,0.03546496421641576,-0.08405196817166116,-4,1.6025641025641022
bnb_short_sl_1_00,1m,0.8259030059299954,1.610722992525342,-2.010494896051118,52,44.230769230769226,0.4041666666666667,0.10104166666666667,0.8259030059299954,1.610722992525342,-2.010494896051118,52,44.230769230769226,0.4041666666666667,0.10104166666666667,0.0,0.0,0.0,0,0.0
bnb_short_sl_1_15,1m,0.7507278512596027,1.423788181433292,-2.2802288591334485,49,44.89795918367347,0.4083333333333333,0.10208333333333333,0.8259030059299954,1.610722992525342,-2.010494896051118,52,44.230769230769226,0.4041666666666667,0.10104166666666667,-0.07517515467039271,-0.1869348110920499,-0.26973396308233033,-3,0.6671899529042449
bnb_short_sl_0_90,1m,0.6369900299037834,1.2698704575343347,-1.7107407688900067,52,44.230769230769226,0.39861111111111114,0.09965277777777778,0.8259030059299954,1.610722992525342,-2.010494896051118,52,44.230769230769226,0.4041666666666667,0.10104166666666667,-0.18891297602621204,-0.3408525349910072,0.2997541271611115,0,0.0
bnb_short_sl_1_10,1m,0.5302446657044602,1.0098568873116784,-2.1817475122364205,49,44.89795918367347,0.4097222222222222,0.10243055555555555,0.8259030059299954,1.610722992525342,-2.010494896051118,52,44.230769230769226,0.4041666666666667,0.10104166666666667,-0.2956583402255353,-0.6008661052136635,-0.1712526161853023,-3,0.6671899529042449
bnb_short_sl_0_80,1m,0.13514996627217446,0.2861718369505075,-2.1641415198165093,60,41.66666666666667,0.3861111111111111,0.09652777777777778,0.8259030059299954,1.610722992525342,-2.010494896051118,52,44.230769230769226,0.4041666666666667,0.10104166666666667,-0.690753039657821,-1.3245511555748344,-0.15364662376539107,8,-2.564102564102555
bnb_short_sl_1_20,3m,3.362678554806653,1.5270178625984019,-4.117746370393361,136,46.32352941176471,0.40046296296296297,0.10011574074074074,2.0100901161483886,0.9458478992281895,-4.489822710393465,149,44.966442953020135,0.3972222222222222,0.09930555555555555,1.3525884386582643,0.5811699633702124,0.37207634000010437,-13,1.3570864587445755
bnb_short_sl_0_90,3m,2.9671078397094597,1.36967192922726,-3.974047106604295,156,43.58974358974359,0.39166666666666666,0.09791666666666667,2.0100901161483886,0.9458478992281895,-4.489822710393465,149,44.966442953020135,0.3972222222222222,0.09930555555555555,0.9570177235610711,0.42382402999907065,0.5157756037891703,7,-1.3766993632765434
bnb_short_sl_1_30,3m,2.8259758092698872,1.2857676734370518,-4.560683208898553,136,44.85294117647059,0.40324074074074073,0.10081018518518518,2.0100901161483886,0.9458478992281895,-4.489822710393465,149,44.966442953020135,0.3972222222222222,0.09930555555555555,0.8158856931214986,0.3399197742088623,-0.07086049850508758,-13,-0.11350177654954763
bnb_short_sl_1_15,3m,2.7636740117589875,1.2703956940326118,-4.559025382613358,140,45.714285714285715,0.4013888888888889,0.10034722222222223,2.0100901161483886,0.9458478992281895,-4.489822710393465,149,44.966442953020135,0.3972222222222222,0.09930555555555555,0.7535838956105989,0.3245477948044223,-0.06920267221989285,-9,0.7478427612655807
bnb_short_sl_0_95,3m,2.423507619629617,1.126180560569039,-4.403096235703674,155,44.516129032258064,0.39305555555555555,0.09826388888888889,2.0100901161483886,0.9458478992281895,-4.489822710393465,149,44.966442953020135,0.3972222222222222,0.09930555555555555,0.4134175034812282,0.18033266134084946,0.08672647468979111,6,-0.45031392076207055
bnb_short_sl_0_80,3m,2.3888607044295185,1.1258173818949688,-4.051770095297636,167,40.119760479041915,0.38472222222222224,0.09618055555555556,2.0100901161483886,0.9458478992281895,-4.489822710393465,149,44.966442953020135,0.3972222222222222,0.09930555555555555,0.37877058828112986,0.17996948266677937,0.43805261509582927,18,-4.84668247397822
bnb_short_sl_1_10,3m,2.2130531262188002,1.0257730506005802,-4.638785534017609,143,46.15384615384615,0.4013888888888889,0.10034722222222223,2.0100901161483886,0.9458478992281895,-4.489822710393465,149,44.966442953020135,0.3972222222222222,0.09930555555555555,0.20296301007041162,0.07992515137239076,-0.14896282362414404,-6,1.1874032008260187
bnb_short_sl_1_00,3m,2.0100901161483886,0.9458478992281895,-4.489822710393465,149,44.966442953020135,0.3972222222222222,0.09930555555555555,2.0100901161483886,0.9458478992281895,-4.489822710393465,149,44.966442953020135,0.3972222222222222,0.09930555555555555,0.0,0.0,0.0,0,0.0
bnb_short_sl_0_90,6m,8.712860353545482,1.7513853962459325,-5.1096322235299585,296,43.91891891891892,0.38392857142857145,0.09598214285714286,7.356851493930838,1.5005399644206945,-5.393371562352767,286,45.8041958041958,0.3875915750915751,0.09689789377289378,1.3560088596146436,0.250845431825238,0.28373933882280866,10,-1.8852768852768804
bnb_short_sl_1_30,6m,8.441366147331397,1.682489951361673,-5.398785512400373,258,47.286821705426355,0.3949175824175824,0.0987293956043956,7.356851493930838,1.5005399644206945,-5.393371562352767,286,45.8041958041958,0.3875915750915751,0.09689789377289378,1.084514653400559,0.18194998694097841,-0.005413950047605809,-28,1.4826259012305556
bnb_short_sl_0_95,6m,8.102463865134514,1.6357353725674828,-4.727575413883523,295,44.74576271186441,0.3857600732600733,0.09644001831501832,7.356851493930838,1.5005399644206945,-5.393371562352767,286,45.8041958041958,0.3875915750915751,0.09689789377289378,0.7456123712036753,0.13519540814678832,0.6657961484692443,9,-1.0584330923313914
bnb_short_sl_1_20,6m,7.731296666237286,1.5625362314802858,-5.013180567967779,261,47.509578544061306,0.39285714285714285,0.09821428571428571,7.356851493930838,1.5005399644206945,-5.393371562352767,286,45.8041958041958,0.3875915750915751,0.09689789377289378,0.3744451723064479,0.06199626705959127,0.3801909943849884,-25,1.705382739865506
bnb_short_sl_1_00,6m,7.356851493930838,1.5005399644206945,-5.393371562352767,286,45.8041958041958,0.3875915750915751,0.09689789377289378,7.356851493930838,1.5005399644206945,-5.393371562352767,286,45.8041958041958,0.3875915750915751,0.09689789377289378,0.0,0.0,0.0,0,0.0
bnb_short_sl_1_15,6m,7.024242072275189,1.4316037745705121,-5.562666193919085,267,47.19101123595505,0.3930860805860806,0.09827152014652014,7.356851493930838,1.5005399644206945,-5.393371562352767,286,45.8041958041958,0.3875915750915751,0.09689789377289378,-0.33260942165564966,-0.06893618985018235,-0.1692946315663182,-19,1.3868154317592527
bnb_short_sl_1_10,6m,6.986798778998171,1.4216798762433613,-5.522046043154938,276,47.46376811594203,0.3923992673992674,0.09809981684981685,7.356851493930838,1.5005399644206945,-5.393371562352767,286,45.8041958041958,0.3875915750915751,0.09689789377289378,-0.3700527149326671,-0.07886008817733314,-0.1286744808021707,-10,1.6595723117462313
bnb_short_sl_0_80,6m,6.571189905896069,1.3595486139620176,-5.673611310317606,321,40.49844236760124,0.3759157509157509,0.09397893772893773,7.356851493930838,1.5005399644206945,-5.393371562352767,286,45.8041958041958,0.3875915750915751,0.09689789377289378,-0.7856615880347695,-0.14099135045867683,-0.2802397479648384,35,-5.305753436594557
