threshold,return_pct,cagr,sharpe,maxdd,fills
0.4,80.19158102773804,49.96658957136226,3.582366100214248,-6.572261211228758,3186
0.45,57.02379037395231,36.41493534897589,3.1815963286907674,-5.994383752081189,2658
0.5,42.19849595374725,27.41517827977229,4.298694689418041,-5.30353267096737,2170
