bin_min,bin_max,samples,pwin_min,pwin_max,pwin_mean,avg_ret,median_ret,ret_std,sharpe_like,win_rate,raw_score,size_mult
0.381,0.515,1390,0.3823452862425905,0.5151479069816769,0.48319019816491887,0.0018306757004778718,0.0009790076027849,0.02123815733377751,0.08619748275272146,0.4474820143884892,0.0018306757004778718,1.2
0.515,0.549,1389,0.5151632493631707,0.5488021975609014,0.5314253252966996,0.0009926359671246692,0.0008522377109319,0.016167045503131743,0.0613987241473641,0.49100071994240463,0.0009926359671246692,0.40623099352027014
0.549,0.578,1388,0.5488413954463028,0.5781738779654619,0.5636129285822548,-0.000506035413092238,0.00030138286775880003,0.020319905775249295,-0.024903433051772096,0.4596541786743516,0.0,0.0
0.578,0.606,1389,0.5781776833700747,0.6059758817313482,0.593239847475299,-0.0015256736613361228,0.0002946138474066,0.02016883706221897,-0.07564509825874256,0.4787616990640749,0.0,0.0
0.606,0.634,1388,0.6059814288601023,0.634008761412267,0.6193571994266422,-0.00012954436723618907,0.00052400296063475,0.013116165334330791,-0.00987669520275978,0.4827089337175792,0.0,0.0
0.634,0.66,1390,0.6340154606655194,0.6601445151504926,0.6471739385192976,0.0005637483301541427,-3.635196682005848e-06,0.02504599684006249,0.022508520373698816,0.47553956834532374,0.0005637483301541427,0.0
0.66,0.7,1389,0.6601841074239019,0.700261098760374,0.6792913338724054,0.0009864192827609545,-0.0003129371916649,0.019488004540214123,0.05061674122280948,0.48740100791936647,0.0009864192827609545,0.4003427149881303
0.7,0.839,1388,0.7005338159565152,0.8387872185187242,0.727855985774432,0.0017087956859838038,0.000421934034122,0.012987504852745186,0.1315722846965954,0.5180115273775217,0.00177035172654518,1.1428627319806555
