symbol,status,return_pct,sharpe,maxdd,fills,avg_exposure,time_in_market,error_tail,discovery_score
TRX/USDT:USDT,ok,58.99358636124421,1.1487726062548054,-28.961509462114122,14016,0.7727857098835788,0.8208972707039944,,11.541254434398853
AAVE/USDT:USDT,ok,86.89714821169355,1.1154076352274371,-67.77488992567619,13980,0.7644533412574527,0.8187888016867753,,8.72144477029143
DOGE/USDT:USDT,ok,38.110886357798314,0.8607708909149816,-63.24694059283439,13888,0.7622553228330939,0.813400491976104,,4.188559167756292
BCH/USDT:USDT,ok,29.614416316068002,0.7385520402632697,-57.46122804845781,13292,0.7290567964439688,0.7784936160243645,,3.1201184135903146
ADA/USDT:USDT,ok,-30.110661441964346,0.3388924856759353,-74.95028116868451,13664,0.7525005051799862,0.8021603851121287,,-5.611636332207317
AVAX/USDT:USDT,ok,-22.31102066050077,0.22015385145425026,-72.41662900316457,10048,0.7947758510696605,0.8447956953085589,,-6.155675418798993
LTC/USDT:USDT,ok,-25.38839095254961,0.1122266576091623,-60.73555673232667,13182,0.7180680960130714,0.7720510718050837,,-6.220708644768525
DOT/USDT:USDT,ok,-44.152477250074654,-0.11167787364873154,-77.33112072784671,13746,0.753178125064962,0.8050837530748507,,-11.057514671775719
