symbol,strategy_id,side,entry_ts,exit_ts,entry_px,exit_px,qty,pnl,exit_reason,fee,bars_held,entry_adx,entry_atrp,entry_atr
TRX/USDT:USDT,trx_trend,short,1766721600000,1766757600000,0.27973,0.2779509694231067,41.71321054090751,0.06725254062810389,tp,0.006956536384557237,10,39.499798550151255,0.0026443786779213312,0.0007397120475749339
BNB/USDT:USDT,bnb_trend,short,1766790000000,1766818800000,835.63,840.751561230135,0.08381339721390604,-0.4715351924724066,sl,0.04227974673575577,8,26.36019953747246,0.005257656791560394,4.393455744731612
TRX/USDT:USDT,trx_trend,long,1766880000000,1766887200000,0.28481,0.2838760040424743,245.7884243268693,-0.27142945617058967,sl,0.04186406144268464,2,31.486784048599205,0.0026321434898783722,0.0007496607873522592
TRX/USDT:USDT,trx_trend,long,1766894400000,1766912400000,0.28369,0.28349,246.68836063515755,-0.09129788214090256,target_flatten,0.04196021001387649,5,35.32067072704633,0.002706456746373123,0.0007677947143785913
TRX/USDT:USDT,trx_trend,long,1766930400000,1766959200000,0.28371,0.28499,246.64499106321094,0.27353077495904815,time_stop,0.0421748136018627,8,31.849813478620003,0.002489933363119054,0.0007064189944505069
TRX/USDT:USDT,trx_trend,long,1766966400000,1766984400000,0.28485,0.28402767938530404,245.72167073787926,-0.24393704887390405,sl,0.041875053548615766,5,39.202239821523136,0.002351985946310237,0.0006699631968064711
BTC/USDT:USDT,btc_trend,short,1767060000000,1767081600000,87283.0,87761.4301965173,0.0008017112427713643,-0.42577846259138374,sl,0.042215595162145333,6,24.834120920716984,0.005095526387407763,444.75282967211183
BTC/USDT:USDT,btc_trend,short,1767088800000,1767103200000,87954.7,88517.37535224971,0.0007952386654693604,-0.4896966598831509,sl,0.0422354636675841,4,23.235358467179633,0.004780360807652707,420.45520072885154
AVAX/USDT:USDT,avax_trend,short,1767232800000,1767261600000,12.322,12.337,5.673569246378075,-0.12710043297121412,time_stop,0.04199689427553978,8,22.64991892592695,0.006304814687860833,0.07768792658382118
XRP/USDT:USDT,xrp_trend,short,1767250800000,1767272400000,1.8444,1.8573452824070094,6.3171334775358465,-0.08881693570717634,sl,0.007039858837701953,6,25.98489540704811,0.005706757866343676,0.010525544208684276
AVAX/USDT:USDT,avax_trend,short,1767268800000,1767279600000,12.368,12.44104436548559,0.9419316753854153,-0.07583396981694177,sl,0.007031168257635673,3,24.920829923107597,0.004921819318465053,0.06087306133077578
AAVE/USDT:USDT,aave_trend,short,1767236400000,1767286800000,145.82,147.4166318375581,0.39951505004907356,-0.6732155463199601,sl,0.035337097827988724,14,39.588407382502,0.008794152363236085,1.2823632976070858
AAVE/USDT:USDT,aave_trend,short,1767333600000,1767344400000,150.26,152.12304134615243,0.4647947026355543,-0.9083553387425679,sl,0.042423590259900626,3,35.4060015405361,0.007772617309034078,1.1679134768554604
TRX/USDT:USDT,trx_trend,long,1767398400000,1767416400000,0.28889,0.28767220838255525,241.52961121388125,-0.3358215498895556,sl,0.04168881398860632,5,31.4940995276448,0.002681593705690231,0.0007746856056368508
TRX/USDT:USDT,trx_trend,long,1767423600000,1767445200000,0.28886,0.29084809730182987,241.46993359494044,0.43792708100812416,tp,0.04213864244501257,6,40.582067500044126,0.0028183365826553917,0.0008141047052658365
TRX/USDT:USDT,trx_trend,long,1767452400000,1767466800000,0.29121,0.2934360387369618,239.62323889919574,0.49122215565871025,tp,0.04218845640714038,4,39.72184093208731,0.002927901889633972,0.0008526343092803091
TRX/USDT:USDT,trx_trend,long,1767474000000,1767484800000,0.29397,0.29470674129418134,237.48713141192405,0.1329731413892061,sl,0.041993435158626684,3,50.01744984623727,0.0027642782843750346,0.000812614887257729
TRX/USDT:USDT,trx_trend,long,1767492000000,1767499200000,0.29554,0.2943647985898817,236.25371436615097,-0.3193725644960989,sl,0.041726866227302074,2,57.608173194946175,0.0027233200428246735,0.0008048500054564041
TRX/USDT:USDT,trx_trend,long,1767506400000,1767560400000,0.29398,0.29354,237.42801942424356,-0.14628510103974168,time_stop,0.04181677249307547,15,56.282291427688705,0.002667750991321106,0.0007842654364285787
TRX/USDT:USDT,trx_trend,long,1767783600000,1767794400000,0.29479,0.2956962583848766,236.73758270639522,0.17254396888787704,sl,0.042001450455216804,3,31.801940896945887,0.0027793598458620014,0.0008193274889616594
TRX/USDT:USDT,trx_trend,long,1767801600000,1767812400000,0.29638,0.2970294632193729,235.50500389240946,0.11098068307141438,sl,0.041971154934983226,3,41.17498545972703,0.003229707818961172,0.000957220803383712
TRX/USDT:USDT,trx_trend,long,1767819600000,1767852000000,0.29798,0.296427767991304,234.26325429835748,-0.4052962019396332,sl,0.041665280156424817,9,45.806714714564684,0.003608205624304316,0.0010751731119302001
BTC/USDT:USDT,btc_trend,short,1767873600000,1767891600000,90192.3,90931.80644246297,0.0007736405047990301,-0.6143212546322457,sl,0.04220911718306084,5,41.988725258689655,0.006566779557564929,592.2729518897634
TRX/USDT:USDT,trx_trend,long,1767898800000,1767906000000,0.29457,0.29506,39.453906597317136,0.012347652424322383,target_flatten,0.006984761808362635,2,31.585506604023145,0.003545855440089329,0.0010445026369871136
TRX/USDT:USDT,trx_trend,long,1767920400000,1767927600000,0.29513,0.29382608475403693,236.27664157075947,-0.34973925951600693,sl,0.0416545443069415,2,32.01976243703354,0.003006362632009142,0.0008872678035848581
BTC/USDT:USDT,btc_trend,short,1767898800000,1767931200000,91070.3,91190.1,0.0006380824954579986,-0.11135436689730877,trend_break,0.03491208394143867,9,40.804618075777135,0.0067000694324310375,610.1773332323244
BTC/USDT:USDT,btc_trend,short,1767952800000,1767963600000,90299.0,90868.67222569112,0.0006432158406457275,-0.4014911011768393,sl,0.035068901636405386,3,22.370822928685023,0.005677288028502937,512.6534316857867
TRX/USDT:USDT,trx_trend,long,1767934800000,1767967200000,0.29337,0.29563722140433407,237.58077656330278,0.4965055894972707,tp,0.042142632385355254,9,35.331161858061336,0.002823066371895508,0.0008282029815229852
BTC/USDT:USDT,btc_trend,short,1767970800000,1767978000000,90110.8,91050.59315382795,0.000644613210468704,-0.6410185311663259,sl,0.0352154491007813,2,23.938073619902596,0.005611568771813752,505.66295128315465
TRX/USDT:USDT,trx_trend,long,1767974400000,1767988800000,0.29645,0.2988254909143714,235.12606271045627,0.5163828290308778,tp,0.04215699666972921,4,33.280785641085245,0.003221099185286339,0.0009548948534781352
TRX/USDT:USDT,trx_trend,long,1767996000000,1768021200000,0.2983,0.2976,233.63533673371506,-0.20526266144078062,target_flatten,0.04171792572717215,7,36.85771240711937,0.003189791632758081,0.0009515148440517356
BTC/USDT:USDT,btc_trend_loose,short,1768086000000,1768093200000,90384.9,90639.46804178068,0.0007709039546812918,-0.23817210476237433,sl,0.04192459461817037,2,14.823966919383526,0.002411137862418889,217.93045458094502
TRX/USDT:USDT,trx_trend,long,1768089600000,1768096800000,0.30228,0.3007722372277618,38.417527546423365,-0.06485747326127032,sl,0.006932955425338153,2,30.698167429989958,0.0030913838960480136,0.0009344635240973936
ETH/USDT:USDT,eth_trend,short,1768147200000,1768176000000,3116.89,3122.0,0.022347829634678257,-0.15605936390488806,trend_break,0.04186195447167931,8,19.33795053878716,0.003425697418463802,10.67752202663564
LINK/USDT:USDT,link_trend,short,1768262400000,1768280400000,13.068,13.229689403826741,5.329340937739901,-0.9040012742126523,sl,0.042303315200038584,5,25.217819128716243,0.009086471498524002,0.11874200954271165
TRX/USDT:USDT,trx_trend,long,1768334400000,1768338000000,0.30438,0.30455529923476504,228.59442890993793,-0.0016993583605721604,sl,0.04177178682003982,1,32.07303676268579,0.00361007300112581,0.001098834020082674
TRX/USDT:USDT,trx_trend,long,1768345200000,1768366800000,0.3053,0.3033766056824923,227.90199542256747,-0.47982948322417357,sl,0.041484080279739245,6,40.48051197236783,0.0043108655995317295,0.0013161072675370372
TRX/USDT:USDT,trx_trend,long,1768374000000,1768377600000,0.30365,0.30155556402494005,229.02656690260278,-0.5211200223006865,sl,0.041438541335406025,1,40.143855620113165,0.004417552876048927,0.0013413899308122566
AVAX/USDT:USDT,avax_trend,short,1768550400000,1768575600000,13.804,13.546935140062923,5.035240873918844,1.253456241083253,tp,0.04092724892014339,7,43.525666606502355,0.009041755033245702,0.12481238647892368
AVAX/USDT:USDT,avax_trend,short,1768611600000,1768654800000,13.585,13.691,5.122799695983895,-0.5850985181569215,time_stop,0.0420817503826293,12,44.2042031001647,0.009048504014589832,0.12292392703820287
XRP/USDT:USDT,xrp_trend,short,1768640400000,1768658400000,2.0615,2.0755111437823213,33.75806915579289,-0.5150283099906086,sl,0.04203914923525343,5,26.91739314384599,0.0052922149589181835,0.010909901137809836
TRX/USDT:USDT,trx_trend,long,1768701600000,1768719600000,0.31798,0.3181299010838517,218.60904206300174,-0.008957911411494705,sl,0.041727643756522985,5,32.65845814030852,0.004633817694537724,0.0014734613505091056
AVAX/USDT:USDT,avax_trend,short,1768676400000,1768719600000,13.828,13.638,5.027066560244636,0.9140071661973086,time_stop,0.041135480249169805,12,25.286569102116292,0.007139080043401013,0.0987191988401492
XRP/USDT:USDT,xrp_trend,short,1768712400000,1768755600000,2.0545,2.048,28.19515291999212,0.14862229007186106,time_stop,0.034646203908086315,12,21.593450475159507,0.004602881086199639,0.009456619191597158
XRP/USDT:USDT,xrp_trend,short,1768762800000,1768777200000,2.0607,2.0400769886285346,33.767785723251876,0.6550600993932701,tp,0.041333329566567184,4,24.25057523110765,0.0046565973251045615,0.00959585010784297
BTC/USDT:USDT,btc_trend,short,1768798800000,1768809600000,92614.4,93078.23874752808,0.0006265150742470338,-0.32559091914202726,sl,0.03498895179581441,3,37.44488048542785,0.00444244241371128,411.43413868042194
XRP/USDT:USDT,xrp_trend,short,1768827600000,1768838400000,1.9718,1.9956790705151155,5.042863391782975,-0.1264572526863491,sl,0.006038362155868889,3,48.833697039479894,0.009004866295535045,0.017755795361536
BTC/USDT:USDT,btc_trend,short,1768816800000,1768845600000,93000.0,93195.1,0.0006237058918102666,-0.15656081926689483,time_stop,0.034875799774708185,8,40.91945498556725,0.004313427525978634,401.148759916013
LINK/USDT:USDT,link_trend,short,1768788000000,1768852800000,12.834,12.990210892289317,5.425444604410014,-0.8898001444785844,sl,0.04228660175743156,18,25.811969313318368,0.013155062197748165,0.16883206824589994
BTC/USDT:USDT,btc_trend,short,1768852800000,1768863600000,93066.2,92341.43283684373,0.00010671704749287437,0.07143236872765776,tp,0.005912643044165711,3,30.965206394834258,0.0037119271845646455,345.4549577441302
ETH/USDT:USDT,eth_trend,short,1768820400000,1768863600000,3213.99,3187.31,0.003093829763936265,0.07662678137488403,time_stop,0.005916596726935018,12,38.61555842974504,0.006497155626874228,20.8817932132175
BTC/USDT:USDT,btc_trend,short,1768870800000,1768885200000,92676.1,91860.25302300551,0.00010718054687203683,0.0815355458652822,tp,0.005907379292885642,4,30.219455610084204,0.004078855370437044,378.01240819616055
TRX/USDT:USDT,trx_trend,long,1768845600000,1768885200000,0.30811,0.3124199170591448,32.26337336718077,0.1330046310019166,tp,0.006047832258853702,11,33.31325663722415,0.006598792906899737,0.0020331540825448777
LINK/USDT:USDT,link_trend,short,1768860000000,1768888800000,12.887,12.649426305041768,4.495613959089593,1.0339194568838708,tp,0.03412016248285252,8,42.70323179955482,0.007800045501978435,0.1005191863839961
ETH/USDT:USDT,eth_trend,short,1768870800000,1768888800000,3182.55,3135.6397333178397,0.003121099500029037,0.14053962372556209,tp,0.005871986162357695,5,33.81843374090337,0.005947525023016702,18.928295762001806
AVAX/USDT:USDT,avax_trend,short,1768856400000,1768896000000,12.787,12.483285157692578,0.7767052648690993,0.23007941705615859,tp,0.005817499982905265,11,45.220237633814776,0.009250894229282491,0.11829118450983522
LINK/USDT:USDT,link_trend,short,1768896000000,1768917600000,12.609,12.582667379617373,0.7890483057332072,0.014820710071932659,sl,0.005956999426494949,6,41.7911440846014,0.008305594678340444,0.10472524329919466
BNB/USDT:USDT,bnb_trend,short,1768899600000,1768917600000,914.82,903.0847291227367,0.01087544029490988,0.12173337133858084,tp,0.005892866431691511,5,33.16351457090734,0.005635274918738787,5.1552622011606175
ETH/USDT:USDT,eth_trend,short,1768896000000,1768917600000,3121.5,3066.723031276374,0.0031872786124522933,0.16872476043103993,tp,0.005864700436741231,6,43.40529151276701,0.007218410517252204,22.532268429602755
BTC/USDT:USDT,btc_trend,short,1768892400000,1768921200000,90894.5,90496.7,0.0006383635000098306,0.2192791262131087,time_stop,0.034661874090803776,8,37.36508485059946,0.0050013335083588335,454.593708575522
BNB/USDT:USDT,bnb_trend,short,1768924800000,1768928400000,905.84,891.5909073916372,0.01098897836193028,0.1507043664370277,tp,0.005878603913412291,1,41.75952005907816,0.006019886928759398,5.4530543755474135
BTC/USDT:USDT,btc_trend,short,1768928400000,1768946400000,90131.9,88981.72861089208,0.0006443353487283715,0.7066956392172707,tp,0.03440044388097147,5,49.61331388009978,0.0059502889984239995,536.310852977052
ETH/USDT:USDT,eth_trend,short,1768939200000,1768946400000,2995.04,2929.272618897666,0.003324031476350985,0.2127706482685124,tp,0.005842196632817354,2,64.8871670768195,0.009561790661593909,28.63794550310022
TRX/USDT:USDT,trx_trend,short,1768917600000,1768950000000,0.30155,0.2971731382791378,33.00316093804441,0.13856568003172573,tp,0.005884591745454066,9,37.190436238182684,0.006579643958756356,0.001984091635762979
BNB/USDT:USDT,bnb_trend,short,1768935600000,1768953600000,892.39,870.991597321662,0.01115613929356508,0.23289341878938785,tp,0.005830142149947122,5,45.704257466382884,0.00710876847626991,6.343793900538505
BTC/USDT:USDT,btc_trend,short,1768953600000,1768960800000,88390.6,89143.21920512353,0.0006578704450195307,-0.5303127449782289,sl,0.03518681357336892,2,57.808320107543,0.007284343316507969,643.8674763521293
BTC/USDT:USDT,btc_trend,short,1768968000000,1768996800000,89396.0,88757.1,0.000650115413468273,0.3807373224060289,time_stop,0.03462141525884691,8,54.80595457914415,0.0067828944195689736,606.363629531788
LINK/USDT:USDT,link_trend,short,1768924800000,1768996800000,12.431,12.070250991738225,0.8007622932928213,0.2830749620399503,tp,0.005799241118858551,20,48.84498750700962,0.00897748622365615,0.1115991312462696
ETH/USDT:USDT,eth_trend,short,1768975200000,1768996800000,2991.71,2927.8900092168333,0.003330176070104514,0.2066815725536374,tp,0.005850233546755189,6,66.19983660716741,0.009447065501545875,28.262880331629813
BNB/USDT:USDT,bnb_trend,short,1768960800000,1769004000000,880.24,879.6327523466396,0.011318569040536451,0.0008994640666124282,sl,0.005973710422651525,12,52.87164693661323,0.007961585071781201,7.008105643584684
TRX/USDT:USDT,trx_trend,short,1768957200000,1769004000000,0.29737,0.2966108605948134,33.52180877846501,0.01948196644657859,sl,0.005965759530285166,13,49.94722586501344,0.00546038659760843,0.001623755162530819
BTC/USDT:USDT,btc_trend,short,1769004000000,1769011200000,88631.2,89408.56485184593,0.0006563026445924031,-0.5453940546165572,sl,0.03520744653688672,2,41.34695371681045,0.006426443367410275,569.5833873856136
BTC/USDT:USDT,btc_trend,short,1769018400000,1769022000000,87897.0,88891.89222285186,0.0006614134954726164,-0.6933117210275476,sl,0.03527657829257492,1,35.642480955201755,0.00921014713311448,809.5443025593634
TRX/USDT:USDT,trx_trend,short,1769011200000,1769054400000,0.299,0.29947,38.88722251715792,-0.025264328499393203,time_stop,0.006987333916327969,12,45.87882034715499,0.0049385343509467175,0.0014766217709330685
BTC/USDT:USDT,btc_trend,short,1769029200000,1769072400000,90170.8,89878.6,0.0006442788637944858,0.15351415462828344,time_stop,0.03474412937246344,12,30.83210041832004,0.0102800082919529,926.9565716920265
TRX/USDT:USDT,trx_trend,short,1769119200000,1769126400000,0.30692,0.30677845798484954,227.16777284500458,-0.00966032308861594,sl,0.04181410743434585,2,31.866831888396458,0.004488233730026375,0.0013775286964196952
TRX/USDT:USDT,trx_trend,long,1769162400000,1769166000000,0.30847,0.30659461209523625,37.669629902846154,-0.07757475163742585,sl,0.006929583340700536,1,46.47707079339041,0.00499226344304211,0.0015399635042751998
BTC/USDT:USDT,btc_trend_loose,short,1769158800000,1769176800000,89185.1,89687.27274396876,0.0007817525629988957,-0.434642782867348,sl,0.04206795320158714,5,15.08911565172296,0.005172943261180097,461.34946204267305
BTC/USDT:USDT,btc_trend,short,1769184000000,1769187600000,89711.2,90386.65607817032,0.0007767557062001188,-0.5667893735301883,sl,0.042125010523839865,1,20.4437431753326,0.005884970465901047,527.947762460542
BTC/USDT:USDT,btc_trend,short,1769194800000,1769198400000,90486.3,89164.30149617967,0.0006413758508367679,0.8135852173508715,tp,0.034312697841827,1,19.10324858944699,0.006757135825352617,611.4282194336046
TRX/USDT:USDT,trx_trend,short,1769187600000,1769230800000,0.29966,0.29726,38.73447445010001,0.08605421275521634,time_stop,0.006908525925022038,12,39.456560102910345,0.006634732438122573,0.00198816392240781
BTC/USDT:USDT,btc_trend_loose,short,1769234400000,1769277600000,89744.5,89369.6,0.0006472544783784851,0.20794877964555397,time_stop,0.03470692429853632,12,13.937111299357012,0.004907731877255341,440.44194345834194
TRX/USDT:USDT,trx_trend,short,1769238000000,1769295600000,0.2968,0.2955,39.14208345484729,0.04394481709475796,time_stop,0.006939891396544423,16,36.98783519856627,0.0043881930596592076,0.0013024157001068528
BTC/USDT:USDT,btc_trend,short,1769284800000,1769310000000,89286.0,88823.07859900515,0.0006507050002966318,0.2665466975400019,tp,0.03467857283166803,7,19.481550476314315,0.002867490652371384,256.02677038763136
AVAX/USDT:USDT,avax_trend,short,1769284800000,1769310000000,12.028,11.868921795927662,0.8280417431223439,0.1258266157771016,tp,0.005896777615729632,7,21.911376962035185,0.005417992757521005,0.06516761688746266
BTC/USDT:USDT,btc_trend,short,1769317200000,1769328000000,88977.4,88497.90818897709,0.00013064779265568651,0.05570731289089879,tp,0.006937233815721276,3,27.9067721724108,0.002537571902048225,225.7865501573057
LINK/USDT:USDT,link_trend,short,1769328000000,1769331600000,12.084,12.078282411121148,0.8245983883810639,-0.001261124751446175,sl,0.005975839326373109,1,23.60044887918424,0.004484394132351401,0.05418941869533433
BNB/USDT:USDT,bnb_trend,short,1769317200000,1769331600000,882.77,882.165849487083,0.06584203009810013,0.004928342007192443,sl,0.034850154248066756,4,20.387375135292064,0.0027847441739367,2.4582886144261007
XRP/USDT:USDT,xrp_trend,short,1769328000000,1769335200000,1.8939,1.904822725810381,5.26132688964725,-0.06348116803079203,sl,0.006013137016390396,2,21.411782810207594,0.0037302920306565694,0.007064800076860477
AVAX/USDT:USDT,avax_trend,short,1769328000000,1769335200000,11.928,12.047221731625502,0.8353778620585848,-0.10563358467658009,sl,0.0060383894003466195,2,32.065829164912174,0.00546528510570871,0.0651899207408935
BTC/USDT:USDT,btc_trend,short,1769335200000,1769342400000,88361.6,88668.82848594674,0.0006577045264528753,-0.23705629977271814,sl,0.034990733910288487,2,39.05863507112946,0.002942310846682957,259.9872941102608
BTC/USDT:USDT,btc_trend,short,1769349600000,1769353200000,88875.1,88308.71110849734,0.000653737315851024,0.33563113379898746,tp,0.034638419859799534,1,41.14838633868923,0.0030235455959894794,268.7179171981246
LINK/USDT:USDT,link_trend,short,1769338800000,1769356800000,12.098,11.865285718440973,0.8234911971282393,0.1857755873055537,tp,0.005862575004328533,5,28.97257897346974,0.005009566940251843,0.060605740843166805
BNB/USDT:USDT,bnb_trend,short,1769338800000,1769356800000,882.56,875.6676376576177,0.01128827114039208,0.07187199068499163,tp,0.0059308642336474765,5,32.54553728031083,0.003128427243737257,2.7610247482327535
XRP/USDT:USDT,xrp_trend,short,1769342400000,1769356800000,1.9011,1.880857177488908,5.239170001322156,0.10014311014155922,tp,0.005912478300642809,4,23.794591493488998,0.004510714327273946,0.008575319007580498
ETH/USDT:USDT,eth_trend,short,1769328000000,1769356800000,2938.43,2895.133581040539,0.0033910649794104113,0.1409304184088798,tp,0.0058905516584289745,8,20.07584207564732,0.003804473771824119,11.179179865341146
BTC/USDT:USDT,btc_trend,short,1769360400000,1769364000000,88049.9,87365.6440019565,0.0006604091773267482,0.4172706968996214,tp,0.034618243849172184,1,42.89343044577632,0.0037133394880022436,326.95917058464875
LINK/USDT:USDT,link_trend,short,1769364000000,1769367600000,11.74,11.418137144101609,0.8494403715584923,0.2675838879102923,tp,0.005819415994914895,1,39.672751540668145,0.007457051716092029,0.08754578714692042
BNB/USDT:USDT,bnb_trend,short,1769364000000,1769367600000,869.84,860.7860757776189,0.011464648690835985,0.09787889450899825,tp,0.005921165974052233,1,44.96350410412698,0.003941888337014246,3.4288121510684713
ETH/USDT:USDT,eth_trend,short,1769364000000,1769367600000,2883.04,2818.0007123710147,0.0034589842917256575,0.2191214221347889,tp,0.0058484521188978305,1,38.1908985805307,0.0055570890925881414,16.021310137495316
AVAX/USDT:USDT,avax_trend,short,1769360400000,1769367600000,11.662,11.395041083750986,0.8547656655532572,0.2223432617973902,tp,0.005844053925575471,2,36.86944447276679,0.008161131853379923,0.09517511967411667
BTC/USDT:USDT,btc_trend,short,1769371200000,1769385600000,86459.4,87059.32249459617,0.0006733707364005609,-0.43914417202872064,sl,0.03517392005923208,4,49.03194035409119,0.005311853807295674,459.25969306649955
LINK/USDT:USDT,link_trend,short,1769374800000,1769385600000,11.45,11.635845730203851,0.8716439269729622,-0.16807669064559877,sl,0.006085388559555875,3,48.27350863026717,0.009723703462951627,0.11133640465079613
BNB/USDT:USDT,bnb_trend,short,1769374800000,1769385600000,861.24,868.2709758655952,0.011588294787973723,-0.08751408899214945,sl,0.00603706801450328,3,52.98658432537208,0.005174890001937609,4.456822265268746
ETH/USDT:USDT,eth_trend,short,1769374800000,1769389200000,2807.76,2845.7193980413304,0.0035545356592402775,-0.1409971605871213,sl,0.006069126645917811,4,47.56130376126218,0.00825783795749162,23.18602710352667
LINK/USDT:USDT,link_trend,short,1769392800000,1769400000000,11.819,11.806880122154986,0.8437083866654806,0.004248704315550361,sl,0.005976938267649669,2,51.76890894882613,0.01033535941087147,0.1221536128770899
BNB/USDT:USDT,bnb_trend,short,1769392800000,1769400000000,874.59,874.0876476785762,0.011401650462983194,-0.0002519795215628869,sl,0.005979625099705397,2,49.403680817704384,0.005694776947322885,4.980594970359123
BTC/USDT:USDT,btc_trend,short,1769392800000,1769414400000,87661.8,88283.38582979172,0.000663566687792355,-0.4476127986068523,sl,0.03514914835330164,6,51.61662159186857,0.00626761056415915,549.4300237532066
LINK/USDT:USDT,link_trend,short,1769407200000,1769414400000,11.769,11.953616699127162,0.8472928457922896,-0.16250133673053987,sl,0.006076928346308213,2,42.932824658724314,0.00983238287635378,0.11571731407180764
BTC/USDT:USDT,btc_trend,short,1769421600000,1769436000000,87630.4,88175.66424455785,0.000796065512831229,-0.4761822236981269,sl,0.042116163225646916,4,34.462989287513786,0.005861731072588236,513.6658385833362
LINK/USDT:USDT,link_trend,short,1769425200000,1769436000000,11.812,11.962414603405874,0.9842894610291131,-0.15511619609083163,sl,0.007064687173555895,3,30.797405505672117,0.009298554297654534,0.10983452336389535
BTC/USDT:USDT,btc_trend,short,1769443200000,1769450400000,87609.5,88333.82459206624,0.0007957380081234396,-0.6185469571041062,sl,0.04217434897848965,2,26.233033155800005,0.006564623391331746,575.1233730028786
BNB/USDT:USDT,bnb_trend,short,1769407200000,1769450400000,872.46,874.5,0.011429486232664477,-0.029313203340914168,time_stop,0.005997051426279051,12,40.15956711292528,0.005541423706029553,4.834670526562544
BTC/USDT:USDT,btc_trend,short,1769457600000,1769475600000,87965.6,88653.648563889,0.0007919900826292665,-0.5870553252382935,sl,0.04212768627090024,5,24.979950434462623,0.006973258535154411,613.4068709999789
BTC/USDT:USDT,btc_trend,short,1769482800000,1769508000000,88785.8,87846.83301714415,0.0006534983740753517,0.5791687390801159,tp,0.03444465752662357,7,25.643143379672683,0.0062267709537954215,552.8488405494895
LINK/USDT:USDT,link_trend,short,1769475600000,1769518800000,11.949,11.878,0.9711525872375225,0.06203062343513946,time_stop,0.006921210258724375,12,27.904651331927763,0.009401405825872953,0.11233739821335591
BTC/USDT:USDT,btc_trend,short,1769515200000,1769529600000,87947.5,88489.44299837085,0.000660096159184564,-0.39278141659253085,sl,0.0350469248709636,4,23.030707653297338,0.004944309154582515,434.8396293726458
BNB/USDT:USDT,bnb_trend,short,1769486400000,1769529600000,885.17,886.19,0.06554752084337102,-0.10171100575795688,time_stop,0.03485253449771218,12,21.12408005606695,0.005090155959270776,4.505653350467713
ETH/USDT:USDT,eth_trend,short,1769518800000,1769529600000,2917.15,2950.7150531739258,0.003980374551771668,-0.1406484541466664,sl,0.007046970664309846,3,25.964929772389052,0.0072155898549805895,21.04895794545663
LINK/USDT:USDT,link_trend,short,1769529600000,1769533200000,11.989,12.136461227228747,0.8296113737825722,-0.12837663906385202,sl,0.0060411277629480965,1,22.647846249590298,0.007560165969242961,0.09063882980525387
BTC/USDT:USDT,btc_trend,short,1769547600000,1769576400000,89360.1,88944.0,0.0007790316898735533,0.28258096938192206,time_stop,0.04157411677446799,8,17.936112409635914,0.006930878146737805,619.3439642803049
BTC/USDT:USDT,btc_trend,short,1769583600000,1769598000000,89287.9,89852.25289907098,0.000779870434247215,-0.48216600975906054,sl,0.04204386929189344,4,21.828628160799646,0.005359521675441638,478.54043540466546
LINK/USDT:USDT,link_trend,short,1769569200000,1769608800000,12.016,11.787606617576111,0.9655650120585574,0.2136996387387119,tp,0.006829020315504844,11,24.729075562642624,0.00893149434905438,0.10732083609823745
