ts,n_opps,n_features,n_scores,n_accepts,gross_weight,active_symbols,port_ret_simple,equity_simple,port_ret,equity
2025-12-27 02:00:00+00:00,10,10,10,2,0.07,1,-8.462201369273449e-05,999.307781171032,0.0,1000.4370026951962
2025-12-27 03:00:00+00:00,10,10,10,1,0.0,0,0.0,999.307781171032,0.0,1000.3523587767593
2025-12-27 04:00:00+00:00,10,10,10,1,0.0,0,0.0,999.307781171032,0.0,1000.3934236480801
2025-12-27 05:00:00+00:00,10,10,10,1,0.0,0,0.0,999.307781171032,0.0,1000.2735812685112
2025-12-27 06:00:00+00:00,10,10,10,1,0.0,0,0.0,999.307781171032,0.0,1000.0716091463005
2025-12-27 07:00:00+00:00,10,10,10,1,0.0,0,0.0,999.307781171032,0.0,999.952939029114
2025-12-27 08:00:00+00:00,10,10,10,1,0.0,0,0.0,999.307781171032,0.0,999.952939029114
2025-12-27 09:00:00+00:00,10,10,10,1,0.0,0,0.0,999.307781171032,0.0,999.952939029114
2025-12-27 10:00:00+00:00,10,10,10,1,0.0,0,0.0,999.307781171032,0.0,999.952939029114
2025-12-27 11:00:00+00:00,10,10,10,1,0.0,0,0.0,999.307781171032,0.0,999.952939029114
2025-12-27 12:00:00+00:00,10,10,10,1,0.0,0,0.0,999.307781171032,0.0,999.952939029114
2025-12-27 13:00:00+00:00,10,10,10,1,0.0,0,0.0,999.307781171032,0.0,999.952939029114
2025-12-27 14:00:00+00:00,10,10,10,1,0.0,0,0.0,999.307781171032,0.0,999.952939029114
2025-12-27 15:00:00+00:00,10,10,10,1,0.0,0,0.0,999.307781171032,0.0,999.952939029114
2025-12-27 16:00:00+00:00,10,10,10,1,0.0,0,0.0,999.307781171032,0.0,999.952939029114
2025-12-27 17:00:00+00:00,10,10,10,1,0.0,0,0.0,999.307781171032,0.0,999.952939029114
2025-12-27 18:00:00+00:00,10,10,10,1,0.0,0,0.0,999.307781171032,0.0,999.952939029114
2025-12-27 19:00:00+00:00,10,10,10,1,0.0,0,0.0,999.307781171032,0.0,999.952939029114
2025-12-27 20:00:00+00:00,10,10,10,1,0.0,0,0.0,999.307781171032,0.0,999.952939029114
2025-12-27 21:00:00+00:00,10,10,10,1,0.0,0,0.0,999.307781171032,0.0,999.952939029114
2025-12-27 22:00:00+00:00,10,10,10,1,0.0,0,0.0,999.307781171032,0.0,999.952939029114
2025-12-27 23:00:00+00:00,10,10,10,2,0.0,0,0.0,999.307781171032,0.0,999.952939029114
2025-12-28 00:00:00+00:00,10,10,10,2,0.07,1,-0.00015723711919135797,999.1506528943352,0.0,999.9659739832189
2025-12-28 01:00:00+00:00,10,10,10,2,0.07,1,-7.387083157449959e-05,999.0768448047377,0.0,999.9239597392026
2025-12-28 02:00:00+00:00,10,10,10,2,0.07,1,-7.148390731742228e-05,999.0054268881607,0.0,999.9239597392026
2025-12-28 03:00:00+00:00,10,10,10,2,0.07,1,-5.9219570658114455e-05,998.9462662156952,0.0,999.8384823321038
2025-12-28 04:00:00+00:00,10,10,10,2,0.07,1,5.926971247133706e-05,999.0054734736681,0.0,999.7965284128777
2025-12-28 05:00:00+00:00,10,10,10,2,0.07,1,9.869928443020371e-06,999.0153335862054,0.0,999.7965284128777
2025-12-28 06:00:00+00:00,10,10,10,2,0.07,1,-2.2204208226128678e-05,998.9931512417173,0.0,999.7923991816729
2025-12-28 07:00:00+00:00,10,10,10,2,0.07,1,-3.7018756169792117e-05,998.9561697578362,0.0,999.7504018067275
2025-12-28 08:00:00+00:00,10,10,10,1,0.07,1,-2.4692229002787336e-06,998.9537031123855,0.0,999.7504018067275
2025-12-28 09:00:00+00:00,10,10,10,1,0.0,0,0.0,998.9537031123855,0.0,999.7504018067275
2025-12-28 10:00:00+00:00,10,10,10,1,0.0,0,0.0,998.9537031123855,0.0,999.7504018067275
2025-12-28 11:00:00+00:00,10,10,10,1,0.0,0,0.0,998.9537031123855,0.0,999.7504018067275
2025-12-28 12:00:00+00:00,10,10,10,1,0.0,0,0.0,998.9537031123855,0.0,999.7504018067275
2025-12-28 13:00:00+00:00,10,10,10,1,0.0,0,0.0,998.9537031123855,0.0,999.7504018067275
2025-12-28 14:00:00+00:00,10,10,10,1,0.07,1,-9.115866535266638e-05,998.8626398260607,0.0,999.8375396866785
2025-12-28 15:00:00+00:00,10,10,10,1,0.07,1,2.713656387665742e-05,998.8897455258904,0.0,999.7954894891712
2025-12-28 16:00:00+00:00,10,10,10,1,0.07,1,8.631015289227274e-05,998.9759598525493,0.0,999.7954894891712
2025-12-28 17:00:00+00:00,10,10,10,1,0.07,1,6.157418810034622e-05,999.0374709862089,0.0,999.8677848538772
2025-12-28 18:00:00+00:00,10,10,10,1,0.07,1,5.1676861421632306e-05,999.089098107152,0.0,999.8257416678177
2025-12-28 19:00:00+00:00,10,10,10,1,0.07,1,-2.458987599669449e-06,999.0866413594489,0.0,999.8257416678177
2025-12-28 20:00:00+00:00,10,10,10,1,0.07,1,8.114944143890357e-05,999.1677166823443,0.0,999.8092855483338
2025-12-28 21:00:00+00:00,10,10,10,1,0.07,1,9.333660830204372e-05,999.2609756081443,0.0,999.7672943423192
2025-12-28 22:00:00+00:00,10,10,10,1,0.07,1,-0.00012755370221116837,999.1335161712303,0.0,999.7672943423192
2025-12-28 23:00:00+00:00,10,10,10,1,0.07,1,-3.194663858171576e-05,999.1015972138943,0.0,999.6257735804555
2025-12-29 00:00:00+00:00,10,10,10,1,0.07,1,0.00017209890418657504,999.2735415039459,0.0,999.4650040908649
2025-12-29 01:00:00+00:00,10,10,10,1,0.07,1,8.338588746408249e-05,999.3568668150235,0.0,999.4650040908649
2025-12-29 02:00:00+00:00,10,10,10,1,0.07,1,-0.00012003079507278747,999.2369132157382,0.0,999.5343528571631
2025-12-29 03:00:00+00:00,10,10,10,1,0.07,1,-3.680723525082308e-05,999.2001340676022,0.0,999.4923253222254
2025-12-29 04:00:00+00:00,10,10,10,1,0.07,1,-0.00021113916947249845,998.9891637811584,0.0,999.4923253222254
2025-12-29 05:00:00+00:00,10,10,10,1,0.07,1,9.111376908463642e-05,999.0801854491452,0.0,999.2673004502083
2025-12-29 06:00:00+00:00,10,10,10,1,0.0,0,0.0,999.0801854491452,0.0,999.2254483917324
2025-12-29 07:00:00+00:00,10,10,10,1,0.0,0,0.0,999.0801854491452,0.0,999.2254483917324
2025-12-29 08:00:00+00:00,10,10,10,0,0.0,0,0.0,999.0801854491452,0.0,999.2254483917324
2025-12-29 09:00:00+00:00,10,10,10,0,0.0,0,0.0,999.0801854491452,0.0,999.2254483917324
2025-12-29 10:00:00+00:00,10,10,10,0,0.0,0,0.0,999.0801854491452,0.0,999.2254483917324
2025-12-29 11:00:00+00:00,10,10,10,0,0.0,0,0.0,999.0801854491452,0.0,999.2254483917324
2025-12-29 12:00:00+00:00,10,10,10,0,0.0,0,0.0,999.0801854491452,0.0,999.2254483917324
2025-12-29 13:00:00+00:00,10,10,10,0,0.0,0,0.0,999.0801854491452,0.0,999.2254483917324
2025-12-29 14:00:00+00:00,10,10,10,0,0.0,0,0.0,999.0801854491452,0.0,999.2254483917324
2025-12-29 15:00:00+00:00,10,10,10,0,0.0,0,0.0,999.0801854491452,0.0,999.2254483917324
2025-12-29 16:00:00+00:00,10,10,10,0,0.0,0,0.0,999.0801854491452,0.0,999.2254483917324
2025-12-29 17:00:00+00:00,10,10,10,0,0.0,0,0.0,999.0801854491452,0.0,999.2254483917324
2025-12-29 18:00:00+00:00,10,10,10,0,0.0,0,0.0,999.0801854491452,0.0,999.2254483917324
2025-12-29 19:00:00+00:00,10,10,10,0,0.0,0,0.0,999.0801854491452,0.0,999.2254483917324
2025-12-29 20:00:00+00:00,10,10,10,0,0.0,0,0.0,999.0801854491452,0.0,999.2254483917324
2025-12-29 21:00:00+00:00,10,10,10,0,0.0,0,0.0,999.0801854491452,0.0,999.2254483917324
2025-12-29 22:00:00+00:00,10,10,10,1,0.0,0,0.0,999.0801854491452,0.0,999.2254483917324
2025-12-29 23:00:00+00:00,10,10,10,2,0.0,0,0.0,999.0801854491452,0.0,999.2254483917324
2025-12-30 00:00:00+00:00,10,10,10,2,0.0,0,0.0,999.0801854491452,0.0,999.2254483917324
2025-12-30 01:00:00+00:00,10,10,10,2,0.0,0,0.0,999.0801854491452,0.0,999.2254483917324
2025-12-30 02:00:00+00:00,10,10,10,3,0.07,1,-0.00021054795527419848,998.869831158944,0.0,999.3799067366594
2025-12-30 03:00:00+00:00,10,10,10,3,0.07,1,5.827008050637517e-05,998.9280353844209,0.0,999.1700285227419
2025-12-30 04:00:00+00:00,10,10,10,3,0.07,1,3.6739932616722817e-05,998.9647359331299,0.0,999.2282879582203
2025-12-30 05:00:00+00:00,10,10,10,3,0.07,1,-0.0001509696593064236,998.8139225672869,0.0,999.264990601204
2025-12-30 06:00:00+00:00,10,10,10,3,0.07,1,-4.260659944647305e-05,998.7713665025666,0.0,999.1142533272907
2025-12-30 07:00:00+00:00,10,10,10,3,0.07,1,-0.0002958236857902508,998.475906275666,0.0,999.0716205629516
2025-12-30 08:00:00+00:00,10,10,10,2,0.07,1,-0.00010169981702686128,998.3743614586921,0.0,998.689956054641
2025-12-30 09:00:00+00:00,10,10,10,2,0.07,1,3.215291508014584e-05,998.4064621047543,0.0,998.689956054641
2025-12-30 10:00:00+00:00,10,10,10,2,0.07,1,3.113259162616955e-05,998.437545085416,0.0,998.7080851886047
2025-12-30 11:00:00+00:00,10,10,10,1,0.0,0,0.0,998.437545085416,0.0,998.7391627138503
2025-12-30 12:00:00+00:00,10,10,10,1,0.0,0,0.0,998.437545085416,0.0,998.6452147986577
