ts,symbol,strategy_id,event,side,entry_px,qty,target_weight,notional_frac,exit_reason,exit_px,pnl,bars_held
2025-12-25 10:00:00+00:00,BNB/USDT:USDT,bnb_trend,entry,short,841.23,0.08321148794027793,-0.07,0.07,,,,
2025-12-25 13:00:00+00:00,BNB/USDT:USDT,bnb_trend,exit,short,841.23,0.08321148794027793,,,tp,835.8100097367079,0.4092760577030131,3.0
2025-12-25 14:00:00+00:00,DOT/USDT:USDT,dot_trend,entry,short,1.72,6.785626872484419,-0.011666666666666665,0.011666666666666665,,,,
2025-12-25 15:00:00+00:00,DOT/USDT:USDT,dot_trend,exit,short,1.72,6.785626872484419,,,sl,1.718707856746966,0.0017704958496712218,1.0
2025-12-25 15:00:00+00:00,BNB/USDT:USDT,bnb_trend,entry,short,838.05,0.0696335042269292,-0.05833333333333334,0.05833333333333334,,,,
2025-12-25 15:00:00+00:00,TRX/USDT:USDT,trx_trend,entry,short,0.2785,35.92039644618546,-0.006017653417766613,0.01,,,,
2025-12-25 16:00:00+00:00,BNB/USDT:USDT,bnb_trend,exit,short,838.05,0.0696335042269292,,,sl,841.8733717675958,-0.3014083299349188,1.0
2025-12-25 16:00:00+00:00,TRX/USDT:USDT,trx_trend,exit,short,0.2785,35.92039644618546,,,tp,0.27698609522118905,0.04841038962640917,1.0
2025-12-25 17:00:00+00:00,DOT/USDT:USDT,dot_trend,entry,short,1.733,5.771079297864251,-0.005657269787427761,0.01,,,,
2025-12-25 18:00:00+00:00,BNB/USDT:USDT,bnb_trend,entry,short,841.35,0.06934175525887493,-0.05833333333333334,0.05833333333333334,,,,
2025-12-25 18:00:00+00:00,TRX/USDT:USDT,trx_trend,entry,short,0.27784,35.996054345185456,-0.005978317956646916,0.01,,,,
2025-12-25 19:00:00+00:00,TRX/USDT:USDT,trx_trend,exit,short,0.27784,35.996054345185456,,,sl,0.27872986818773426,-0.03805164893548238,1.0
2025-12-25 21:00:00+00:00,TRX/USDT:USDT,trx_trend,entry,short,0.27861,41.87765606847471,-0.011666666666666665,0.011666666666666665,,,,
2025-12-25 22:00:00+00:00,BNB/USDT:USDT,bnb_trend,exit,short,841.35,0.06934175525887493,,,tp,835.7000482455912,0.35700822684949984,4.0
2025-12-25 23:00:00+00:00,DOT/USDT:USDT,dot_trend,exit,short,1.733,5.771079297864251,,,tp,1.705974720513093,0.15005784173054482,6.0
2025-12-26 00:00:00+00:00,BNB/USDT:USDT,bnb_trend,entry,short,829.46,0.07036760243889041,-0.05833333333333334,0.05833333333333334,,,,
2025-12-26 02:00:00+00:00,BNB/USDT:USDT,bnb_trend,exit,short,829.46,0.07036760243889041,,,sl,834.085203926386,-0.36068005670875714,2.0
2025-12-26 02:00:00+00:00,TRX/USDT:USDT,trx_trend,exit,short,0.27861,41.87765606847471,,,sl,0.27947729155970197,-0.04334244998522061,5.0
2025-12-26 04:00:00+00:00,BNB/USDT:USDT,bnb_trend,entry,short,840.99,0.06937402655176698,-0.05833333333333334,0.05833333333333334,,,,
2025-12-26 04:00:00+00:00,TRX/USDT:USDT,trx_trend,entry,short,0.27973,41.71321054090751,-0.011666666666666665,0.011666666666666665,,,,
2025-12-26 07:00:00+00:00,BNB/USDT:USDT,bnb_trend,exit,short,840.99,0.06937402655176698,,,sl,846.1677241577908,-0.39442081049808325,3.0
2025-12-26 09:00:00+00:00,BNB/USDT:USDT,bnb_trend,entry,short,842.13,0.08310218789593543,-0.07,0.07,,,,
2025-12-26 14:00:00+00:00,BNB/USDT:USDT,bnb_trend,exit,short,842.13,0.08310218789593543,,,tp,832.9634906503735,0.7202243292162209,5.0
2025-12-26 14:00:00+00:00,TRX/USDT:USDT,trx_trend,exit,short,0.27973,41.71321054090751,,,tp,0.2779509694231067,0.06725254062810389,10.0
2025-12-26 23:00:00+00:00,BNB/USDT:USDT,bnb_trend,entry,short,835.63,0.08381339721390604,-0.07,0.07,,,,
2025-12-27 07:00:00+00:00,BNB/USDT:USDT,bnb_trend,exit,short,835.63,0.08381339721390604,,,sl,840.751561230135,-0.4715351924724066,8.0
2025-12-28 00:00:00+00:00,TRX/USDT:USDT,trx_trend,entry,long,0.28481,245.7884243268693,0.07,0.07,,,,
2025-12-28 02:00:00+00:00,TRX/USDT:USDT,trx_trend,exit,long,0.28481,245.7884243268693,,,sl,0.2838760040424743,-0.27142945617058967,2.0
2025-12-28 04:00:00+00:00,TRX/USDT:USDT,trx_trend,entry,long,0.28369,246.68836063515755,0.07,0.07,,,,
2025-12-28 09:00:00+00:00,TRX/USDT:USDT,trx_trend,exit,long,0.28369,246.68836063515755,,,target_flatten,0.28349,-0.09129788214090256,5.0
2025-12-28 14:00:00+00:00,TRX/USDT:USDT,trx_trend,entry,long,0.28371,246.64499106321094,0.07,0.07,,,,
2025-12-28 22:00:00+00:00,TRX/USDT:USDT,trx_trend,exit,long,0.28371,246.64499106321094,,,time_stop,0.28499,0.27353077495904815,8.0
2025-12-29 00:00:00+00:00,TRX/USDT:USDT,trx_trend,entry,long,0.28485,245.72167073787926,0.07,0.07,,,,
2025-12-29 05:00:00+00:00,TRX/USDT:USDT,trx_trend,exit,long,0.28485,245.72167073787926,,,sl,0.28402767938530404,-0.24393704887390405,5.0
2025-12-30 02:00:00+00:00,BTC/USDT:USDT,btc_trend,entry,short,87283.0,0.0008017112427713643,-0.07,0.07,,,,
2025-12-30 08:00:00+00:00,BTC/USDT:USDT,btc_trend,exit,short,87283.0,0.0008017112427713643,,,sl,87761.4301965173,-0.42577846259138374,6.0
2025-12-30 10:00:00+00:00,BTC/USDT:USDT,btc_trend,entry,short,87954.7,0.0007952386654693604,-0.07,0.07,,,,
2025-12-30 14:00:00+00:00,BTC/USDT:USDT,btc_trend,exit,short,87954.7,0.0007952386654693604,,,sl,88517.37535224971,-0.4896966598831509,4.0
2026-01-01 02:00:00+00:00,AVAX/USDT:USDT,avax_trend,entry,short,12.322,5.673569246378075,-0.07,0.07,,,,
2026-01-01 03:00:00+00:00,AAVE/USDT:USDT,aave_trend,entry,short,145.82,0.39951505004907356,-0.05833333333333334,0.05833333333333334,,,,
2026-01-01 07:00:00+00:00,XRP/USDT:USDT,xrp_trend,entry,short,1.8444,6.3171334775358465,-0.011666666666666665,0.011666666666666665,,,,
2026-01-01 10:00:00+00:00,AVAX/USDT:USDT,avax_trend,exit,short,12.322,5.673569246378075,,,time_stop,12.337,-0.12710043297121412,8.0
2026-01-01 12:00:00+00:00,AVAX/USDT:USDT,avax_trend,entry,short,12.368,0.9419316753854153,-0.011666666666666665,0.011666666666666665,,,,
2026-01-01 13:00:00+00:00,XRP/USDT:USDT,xrp_trend,exit,short,1.8444,6.3171334775358465,,,sl,1.8573452824070094,-0.08881693570717634,6.0
2026-01-01 15:00:00+00:00,AVAX/USDT:USDT,avax_trend,exit,short,12.368,0.9419316753854153,,,sl,12.44104436548559,-0.07583396981694177,3.0
2026-01-01 17:00:00+00:00,AAVE/USDT:USDT,aave_trend,exit,short,145.82,0.39951505004907356,,,sl,147.4166318375581,-0.6732155463199601,14.0
2026-01-02 06:00:00+00:00,AAVE/USDT:USDT,aave_trend,entry,short,150.26,0.4647947026355543,-0.07,0.07,,,,
2026-01-02 09:00:00+00:00,AAVE/USDT:USDT,aave_trend,exit,short,150.26,0.4647947026355543,,,sl,152.12304134615243,-0.9083553387425679,3.0
2026-01-03 00:00:00+00:00,TRX/USDT:USDT,trx_trend,entry,long,0.28889,241.52961121388125,0.07,0.07,,,,
2026-01-03 05:00:00+00:00,TRX/USDT:USDT,trx_trend,exit,long,0.28889,241.52961121388125,,,sl,0.28767220838255525,-0.3358215498895556,5.0
2026-01-03 07:00:00+00:00,TRX/USDT:USDT,trx_trend,entry,long,0.28886,241.46993359494044,0.07,0.07,,,,
2026-01-03 13:00:00+00:00,TRX/USDT:USDT,trx_trend,exit,long,0.28886,241.46993359494044,,,tp,0.29084809730182987,0.43792708100812416,6.0
2026-01-03 15:00:00+00:00,TRX/USDT:USDT,trx_trend,entry,long,0.29121,239.62323889919574,0.07,0.07,,,,
2026-01-03 19:00:00+00:00,TRX/USDT:USDT,trx_trend,exit,long,0.29121,239.62323889919574,,,tp,0.2934360387369618,0.49122215565871025,4.0
2026-01-03 21:00:00+00:00,TRX/USDT:USDT,trx_trend,entry,long,0.29397,237.48713141192405,0.07,0.07,,,,
2026-01-04 00:00:00+00:00,TRX/USDT:USDT,trx_trend,exit,long,0.29397,237.48713141192405,,,sl,0.29470674129418134,0.1329731413892061,3.0
2026-01-04 02:00:00+00:00,TRX/USDT:USDT,trx_trend,entry,long,0.29554,236.25371436615097,0.07,0.07,,,,
2026-01-04 04:00:00+00:00,TRX/USDT:USDT,trx_trend,exit,long,0.29554,236.25371436615097,,,sl,0.2943647985898817,-0.3193725644960989,2.0
2026-01-04 06:00:00+00:00,TRX/USDT:USDT,trx_trend,entry,long,0.29398,237.42801942424356,0.07,0.07,,,,
2026-01-04 21:00:00+00:00,TRX/USDT:USDT,trx_trend,exit,long,0.29398,237.42801942424356,,,time_stop,0.29354,-0.14628510103974168,15.0
2026-01-07 11:00:00+00:00,TRX/USDT:USDT,trx_trend,entry,long,0.29479,236.73758270639522,0.07,0.07,,,,
2026-01-07 14:00:00+00:00,TRX/USDT:USDT,trx_trend,exit,long,0.29479,236.73758270639522,,,sl,0.2956962583848766,0.17254396888787704,3.0
2026-01-07 16:00:00+00:00,TRX/USDT:USDT,trx_trend,entry,long,0.29638,235.50500389240946,0.07,0.07,,,,
2026-01-07 19:00:00+00:00,TRX/USDT:USDT,trx_trend,exit,long,0.29638,235.50500389240946,,,sl,0.2970294632193729,0.11098068307141438,3.0
2026-01-07 21:00:00+00:00,TRX/USDT:USDT,trx_trend,entry,long,0.29798,234.26325429835748,0.07,0.07,,,,
2026-01-08 06:00:00+00:00,TRX/USDT:USDT,trx_trend,exit,long,0.29798,234.26325429835748,,,sl,0.296427767991304,-0.4052962019396332,9.0
