ts,symbol,strategy_id,side,entry_ts,entry_px,qty,bars_held,trail_stop,breakeven_armed
2025-12-25 10:00:00+00:00,BNB/USDT:USDT,bnb_trend,short,1766656800000,841.23,0.08321148794027793,0,,False
2025-12-25 11:00:00+00:00,BNB/USDT:USDT,bnb_trend,short,1766656800000,841.23,0.08321148794027793,1,840.5810552715316,True
2025-12-25 12:00:00+00:00,BNB/USDT:USDT,bnb_trend,short,1766656800000,841.23,0.08321148794027793,2,840.9373787512577,True
2025-12-25 14:00:00+00:00,DOT/USDT:USDT,dot_trend,short,1766671200000,1.72,6.785626872484419,0,,False
2025-12-25 15:00:00+00:00,BNB/USDT:USDT,bnb_trend,short,1766674800000,838.05,0.0696335042269292,0,,False
2025-12-25 15:00:00+00:00,TRX/USDT:USDT,trx_trend,short,1766674800000,0.2785,35.92039644618546,0,,False
2025-12-25 17:00:00+00:00,DOT/USDT:USDT,dot_trend,short,1766682000000,1.733,5.771079297864251,0,,False
2025-12-25 18:00:00+00:00,DOT/USDT:USDT,dot_trend,short,1766682000000,1.733,5.771079297864251,1,1.7495797611964234,False
2025-12-25 18:00:00+00:00,BNB/USDT:USDT,bnb_trend,short,1766685600000,841.35,0.06934175525887493,0,,False
2025-12-25 18:00:00+00:00,TRX/USDT:USDT,trx_trend,short,1766685600000,0.27784,35.996054345185456,0,,False
2025-12-25 19:00:00+00:00,DOT/USDT:USDT,dot_trend,short,1766682000000,1.733,5.771079297864251,2,1.7531015085315629,False
2025-12-25 19:00:00+00:00,BNB/USDT:USDT,bnb_trend,short,1766685600000,841.35,0.06934175525887493,1,845.048355602554,False
2025-12-25 20:00:00+00:00,DOT/USDT:USDT,dot_trend,short,1766682000000,1.733,5.771079297864251,3,1.7523085436364514,False
2025-12-25 20:00:00+00:00,BNB/USDT:USDT,bnb_trend,short,1766685600000,841.35,0.06934175525887493,2,844.9496159166573,False
2025-12-25 21:00:00+00:00,DOT/USDT:USDT,dot_trend,short,1766682000000,1.733,5.771079297864251,4,1.7517865048052763,False
2025-12-25 21:00:00+00:00,BNB/USDT:USDT,bnb_trend,short,1766685600000,841.35,0.06934175525887493,3,844.8639290654675,False
2025-12-25 21:00:00+00:00,TRX/USDT:USDT,trx_trend,short,1766696400000,0.27861,41.87765606847471,0,,False
2025-12-25 22:00:00+00:00,DOT/USDT:USDT,dot_trend,short,1766682000000,1.733,5.771079297864251,5,1.7508731830334707,False
2025-12-25 22:00:00+00:00,TRX/USDT:USDT,trx_trend,short,1766696400000,0.27861,41.87765606847471,1,0.2794434491284447,False
2025-12-25 23:00:00+00:00,TRX/USDT:USDT,trx_trend,short,1766696400000,0.27861,41.87765606847471,2,0.2794276313335558,False
2025-12-26 00:00:00+00:00,TRX/USDT:USDT,trx_trend,short,1766696400000,0.27861,41.87765606847471,3,0.27944465766687326,False
2025-12-26 00:00:00+00:00,BNB/USDT:USDT,bnb_trend,short,1766707200000,829.46,0.07036760243889041,0,,False
2025-12-26 01:00:00+00:00,TRX/USDT:USDT,trx_trend,short,1766696400000,0.27861,41.87765606847471,4,0.27949046783352516,False
2025-12-26 01:00:00+00:00,BNB/USDT:USDT,bnb_trend,short,1766707200000,829.46,0.07036760243889041,1,834.1216042284157,False
2025-12-26 04:00:00+00:00,BNB/USDT:USDT,bnb_trend,short,1766721600000,840.99,0.06937402655176698,0,,False
2025-12-26 04:00:00+00:00,TRX/USDT:USDT,trx_trend,short,1766721600000,0.27973,41.71321054090751,0,,False
2025-12-26 05:00:00+00:00,BNB/USDT:USDT,bnb_trend,short,1766721600000,840.99,0.06937402655176698,1,846.4448516859585,False
2025-12-26 05:00:00+00:00,TRX/USDT:USDT,trx_trend,short,1766721600000,0.27973,41.71321054090751,1,0.2806013934244406,False
2025-12-26 06:00:00+00:00,BNB/USDT:USDT,bnb_trend,short,1766721600000,840.99,0.06937402655176698,2,846.23093370839,False
2025-12-26 06:00:00+00:00,TRX/USDT:USDT,trx_trend,short,1766721600000,0.27973,41.71321054090751,2,0.280571722465552,False
2025-12-26 07:00:00+00:00,TRX/USDT:USDT,trx_trend,short,1766721600000,0.27973,41.71321054090751,3,0.2807455707189443,False
2025-12-26 08:00:00+00:00,TRX/USDT:USDT,trx_trend,short,1766721600000,0.27973,41.71321054090751,4,0.2807158870961626,False
2025-12-26 09:00:00+00:00,TRX/USDT:USDT,trx_trend,short,1766721600000,0.27973,41.71321054090751,5,0.28079546658929383,False
2025-12-26 09:00:00+00:00,BNB/USDT:USDT,bnb_trend,short,1766739600000,842.13,0.08310218789593543,0,,False
2025-12-26 10:00:00+00:00,TRX/USDT:USDT,trx_trend,short,1766721600000,0.27973,41.71321054090751,6,0.28076757611862996,False
2025-12-26 10:00:00+00:00,BNB/USDT:USDT,bnb_trend,short,1766739600000,842.13,0.08310218789593543,1,847.2780962006801,False
2025-12-26 11:00:00+00:00,TRX/USDT:USDT,trx_trend,short,1766721600000,0.27973,41.71321054090751,7,0.2792484851166966,True
2025-12-26 11:00:00+00:00,BNB/USDT:USDT,bnb_trend,short,1766739600000,842.13,0.08310218789593543,2,847.1195179006315,False
2025-12-26 12:00:00+00:00,TRX/USDT:USDT,trx_trend,short,1766721600000,0.27973,41.71321054090751,8,0.27925816475121823,True
2025-12-26 12:00:00+00:00,BNB/USDT:USDT,bnb_trend,short,1766739600000,842.13,0.08310218789593543,3,848.1314047060902,False
2025-12-26 13:00:00+00:00,TRX/USDT:USDT,trx_trend,short,1766721600000,0.27973,41.71321054090751,9,0.27946886726898834,True
2025-12-26 13:00:00+00:00,BNB/USDT:USDT,bnb_trend,short,1766739600000,842.13,0.08310218789593543,4,848.0113043699408,False
